customer_id,recency_days,frequency_orders,monetary_value,total_profit,customer_name,segment,r_score,f_score,m_score,rfm_score,rfm_combined_score,customer_segment
VM-21685,55,7,2454.866,513.5269,Valerie Mitchum,Home Office,3,4,3,343,10,Loyal Customers
VM-21835,118,5,380.69,116.6373,Vivian Mathis,Consumer,2,3,1,231,6,Promising / Needs Attention
VP-21730,31,3,993.9019999999999,205.3888,Victor Preis,Home Office,4,1,2,412,7,Potential Loyalists
VP-21760,76,7,3360.526,-1018.7768,Victoria Pisteka,Corporate,3,4,4,344,11,Loyal Customers
VS-21820,222,4,1055.981,-262.8093,Vivek Sundaresam,Consumer,2,2,2,222,6,Hibernating / Lost
VT-21700,1001,2,1736.596,-224.08889999999997,Valerie Takahito,Home Office,1,1,2,112,4,Hibernating / Lost
VW-21775,29,10,6134.0380000000005,-874.6645,Victoria Wilson,Corporate,4,5,5,455,14,Champions
WB-21850,21,11,6160.102,714.3311,William Brown,Consumer,5,5,5,555,15,Champions
XP-21865,44,11,2374.658,621.23,Xylona Preis,Consumer,4,5,3,453,12,Loyal Customers
YC-21895,5,5,5454.35,1305.629,Yoseph Carroll,Corporate,5,3,5,535,13,Loyal Customers
YS-21880,10,8,6720.4439999999995,1778.2923,Yana Sorensen,Corporate,5,4,5,545,14,Champions
ZC-21910,55,13,8025.707,-1032.1490000000001,Zuschuss Carroll,Consumer,3,5,5,355,13,Loyal Customers
ZD-21925,203,5,1493.944,249.1307,Zuschuss Donatelli,Consumer,2,3,2,232,7,Promising / Needs Attention
