customer_id,customer_name,segment,recency,frequency,monetary,total_profit,total_quantity,first_order_date,last_order_date,aov,profit_margin_pct,r_score,f_score,m_score,rfm_score,rfm_combined_score,rfm_segment
MW-18220,Mitch Webber,Consumer,17,7,5341.900000000001,1238.422,51,2014-08-25,2017-12-13,763.13,23.18,5,4,5,545,14,Champions
MW-18235,Mitch Willingham,Corporate,44,2,5253.876,1665.516,13,2014-05-21,2017-11-16,2626.94,31.7,4,1,5,415,10,Potential Loyalists
MY-17380,Maribeth Yedwab,Corporate,29,7,2254.285,319.1211,49,2015-10-26,2017-12-01,322.04,14.16,4,4,3,443,11,Loyal Customers
MY-18295,Muhammed Yedwab,Corporate,71,11,4152.696,-371.7111,89,2014-04-28,2017-10-20,377.52,-8.95,3,5,4,354,12,Loyal Customers
MZ-17335,Maria Zettner,Home Office,30,4,593.606,85.01910000000001,11,2015-11-08,2017-11-30,148.4,14.32,4,2,1,421,7,Need Attention
MZ-17515,Mary Zewe,Corporate,282,6,2564.906,787.7503,39,2014-04-04,2017-03-23,427.48,30.71,1,3,3,133,7,At Risk
NB-18580,Nicole Brennan,Corporate,1165,2,273.87199999999996,24.788800000000002,7,2014-09-26,2014-10-22,136.94,9.05,1,1,1,111,3,Lost Customers
NB-18655,Nona Balk,Corporate,19,9,1972.599,117.6429,64,2014-12-05,2017-12-11,219.18,5.96,5,5,3,553,13,Loyal Customers
NC-18340,Nat Carroll,Consumer,224,5,2461.404,580.3075,54,2014-03-30,2017-05-20,492.28,23.58,2,2,3,223,7,About to Sleep
NC-18415,Nathan Cano,Consumer,41,6,2218.9900000000002,-2204.8072,38,2014-05-03,2017-11-19,369.83,-99.36,4,3,3,433,10,Loyal Customers
NC-18535,Nick Crebassa,Corporate,6,7,8241.739,1314.758,64,2014-07-23,2017-12-24,1177.39,15.95,5,4,5,545,14,Champions
NC-18625,Noah Childs,Corporate,204,5,1821.742,-359.02099999999996,29,2014-10-29,2017-06-09,364.35,-19.71,2,2,3,223,7,About to Sleep
ND-18370,Natalie DeCherney,Consumer,27,9,4326.139,353.64549999999997,63,2014-01-13,2017-12-03,480.68,8.17,4,5,5,455,14,Champions
ND-18460,Neil Ducich,Corporate,183,6,2893.455,443.33680000000004,36,2014-02-06,2017-06-30,482.24,15.32,2,3,4,234,9,At Risk
NF-18385,Natalie Fritzler,Consumer,79,7,8322.826,-1695.9714,52,2014-02-11,2017-10-12,1188.98,-20.38,3,4,5,345,12,Loyal Customers
NF-18475,Neil Französisch,Home Office,525,4,377.16200000000003,85.92779999999999,13,2014-03-14,2016-07-23,94.29,22.78,1,2,1,121,4,Lost Customers
NF-18595,Nicole Fjeld,Home Office,114,7,2031.472,388.2131,55,2014-04-19,2017-09-07,290.21,19.11,2,4,3,243,9,At Risk
NG-18355,Nat Gilpin,Corporate,48,5,1869.58,313.63349999999997,45,2014-11-24,2017-11-12,373.92,16.78,4,2,3,423,9,Potential Loyalists
NG-18430,Nathan Gelder,Consumer,48,5,1395.9379999999999,217.0893,41,2014-11-24,2017-11-12,279.19,15.55,4,2,2,422,8,Potential Loyalists
NH-18610,Nicole Hansen,Corporate,189,7,2673.29,760.1666,52,2014-03-02,2017-06-24,381.9,28.44,2,4,3,243,9,At Risk
NK-18490,Neil Knudson,Home Office,70,7,572.048,121.2177,51,2015-05-28,2017-10-21,81.72,21.19,3,4,1,341,8,Hibernating
NL-18310,Nancy Lomonaco,Home Office,58,4,1418.0900000000001,343.6381,44,2014-10-31,2017-11-02,354.52,24.23,3,2,2,322,7,Need Attention
NM-18445,Nathan Mautz,Home Office,160,7,6459.344,2751.6848999999997,44,2014-02-08,2017-07-23,922.76,42.6,2,4,5,245,11,At Risk
NM-18520,Neoma Murray,Consumer,244,10,2161.979,788.9525000000001,60,2015-09-08,2017-04-30,216.2,36.49,1,5,3,153,9,At Risk
NP-18325,Naresj Patel,Consumer,25,6,5529.62,1208.8890000000001,77,2014-05-13,2017-12-05,921.6,21.86,5,3,5,535,13,Loyal Customers
NP-18670,Nora Paige,Consumer,58,5,3908.402,514.6002,46,2015-02-27,2017-11-02,781.68,13.17,3,2,4,324,9,Hibernating
NP-18685,Nora Pelletier,Home Office,406,6,1228.698,514.5017,23,2014-03-07,2016-11-19,204.78,41.87,1,3,2,132,6,Hibernating
NP-18700,Nora Preis,Consumer,138,7,7903.1825,631.2282,63,2014-09-05,2017-08-14,1129.03,7.99,2,4,5,245,11,At Risk
NR-18550,Nick Radford,Consumer,210,5,2367.277,-25.148799999999966,37,2014-06-07,2017-06-03,473.46,-1.06,2,2,3,223,7,About to Sleep
NS-18505,Neola Schneider,Consumer,6,4,2575.863,-12.303999999999997,52,2016-11-24,2017-12-24,643.97,-0.48,5,2,3,523,10,Potential Loyalists
NS-18640,Noel Staavos,Corporate,174,13,2964.823,-234.7714,113,2014-06-25,2017-07-09,228.06,-7.92,2,5,4,254,11,At Risk
NW-18400,Natalie Webber,Consumer,172,7,7234.014,1023.123,78,2014-06-21,2017-07-11,1033.43,14.14,2,4,5,245,11,At Risk
NZ-18565,Nick Zandusky,Home Office,85,9,2488.31,402.4236,77,2014-08-02,2017-10-06,276.48,16.17,3,5,3,353,11,Loyal Customers
ON-18715,Odella Nelson,Corporate,410,9,1567.52,-5.88900000000001,58,2014-09-13,2016-11-15,174.17,-0.38,1,5,2,152,8,Hibernating
OT-18730,Olvera Toch,Consumer,65,5,3818.624,-925.1203,51,2015-04-20,2017-10-26,763.72,-24.23,3,2,4,324,9,Hibernating
PA-19060,Pete Armstrong,Home Office,103,6,729.408,225.8588,27,2014-05-17,2017-09-18,121.57,30.96,3,3,1,331,7,Hibernating
PB-18805,Patrick Bzostek,Home Office,25,3,740.356,229.2257,54,2015-11-20,2017-12-05,246.79,30.96,5,1,1,511,7,New Customers
PB-19105,Peter Bühler,Consumer,57,4,688.324,218.15970000000002,18,2014-11-15,2017-11-03,172.08,31.69,3,2,1,321,6,Need Attention
PB-19150,Philip Brown,Consumer,97,8,1456.95,280.6606,54,2014-07-14,2017-09-24,182.12,19.26,3,4,2,342,9,Hibernating
PB-19210,Phillip Breyer,Corporate,688,2,132.738,21.897000000000002,10,2014-11-23,2016-02-11,66.37,16.5,1,1,1,111,3,Lost Customers
PC-18745,Pamela Coakley,Corporate,2,4,1832.064,272.685,22,2014-12-31,2017-12-28,458.02,14.88,5,2,3,523,10,Potential Loyalists
PC-19000,Pauline Chand,Home Office,882,2,1061.488,-184.3364,18,2014-04-08,2015-08-01,530.74,-17.37,1,1,2,112,4,Lost Customers
PF-19120,Peter Fuller,Consumer,835,4,9062.864,-614.2943000000001,75,2014-05-05,2015-09-17,2265.72,-6.78,1,2,5,125,8,About to Sleep
PF-19165,Philip Fox,Consumer,196,6,2770.0,196.87389999999996,34,2014-09-20,2017-06-17,461.67,7.11,2,3,4,234,9,At Risk
PF-19225,Phillip Flathmann,Consumer,114,5,2206.1279999999997,591.3118000000001,32,2016-06-26,2017-09-07,441.23,26.8,2,2,3,223,7,About to Sleep
PG-18820,Patrick Gardner,Consumer,36,13,3086.907,137.46130000000002,83,2014-05-09,2017-11-24,237.45,4.45,4,5,4,454,13,Champions
PG-18895,Paul Gonzalez,Consumer,57,9,1987.164,334.5163,61,2014-05-11,2017-11-03,220.8,16.83,3,5,3,353,11,Loyal Customers
PH-18790,Patricia Hirasaki,Home Office,70,1,729.648,47.8878,6,2017-10-21,2017-10-21,729.65,6.56,3,1,1,311,5,Need Attention
PJ-18835,Patrick Jones,Corporate,39,8,1220.09,442.1355,46,2014-05-28,2017-11-21,152.51,36.24,4,4,2,442,10,Hibernating
PJ-19015,Pauline Johnson,Consumer,134,7,1824.2340000000002,682.9979000000001,25,2014-04-07,2017-08-18,260.6,37.44,2,4,3,243,9,At Risk
PK-18910,Paul Knutson,Home Office,483,2,1441.152,-798.705,14,2014-04-04,2016-09-03,720.58,-55.42,1,1,2,112,4,Lost Customers
PK-19075,Pete Kriz,Consumer,9,12,8646.934,2038.2676000000001,107,2014-11-11,2017-12-21,720.58,23.57,5,5,5,555,15,Champions
PL-18925,Paul Lucas,Home Office,15,5,239.481,-0.7527000000000026,29,2014-11-01,2017-12-15,47.9,-0.31,5,2,1,521,8,Need Attention
PM-18940,Paul MacIntyre,Consumer,386,3,1405.402,157.8768,16,2014-05-04,2016-12-09,468.47,11.23,1,1,2,112,4,Lost Customers
PM-19135,Peter McVee,Home Office,51,4,4115.662,526.7537,36,2015-12-19,2017-11-09,1028.92,12.8,4,2,4,424,10,Potential Loyalists
PN-18775,Parhena Norris,Home Office,30,8,1467.152,192.0396,47,2015-08-07,2017-11-30,183.39,13.09,4,4,2,442,10,Hibernating
PO-18850,Patrick O'Brill,Consumer,4,11,7473.8282,38.47569999999996,91,2014-11-02,2017-12-26,679.44,0.51,5,5,5,555,15,Champions
PO-18865,Patrick O'Donnell,Consumer,0,7,2493.214,437.8533,54,2014-03-23,2017-12-30,356.17,17.56,5,4,3,543,12,Loyal Customers
PO-19180,Philisse Overcash,Home Office,160,9,4893.043,1155.4331,65,2015-08-11,2017-07-23,543.67,23.61,2,5,5,255,12,At Risk
PO-19195,Phillina Ober,Home Office,86,5,1056.858,-49.70089999999999,32,2014-01-04,2017-10-05,211.37,-4.7,3,2,2,322,7,Need Attention
PP-18955,Paul Prost,Home Office,97,10,7252.608,1495.0854,138,2014-08-26,2017-09-24,725.26,20.61,3,5,5,355,13,Loyal Customers
PR-18880,Patrick Ryan,Consumer,36,5,1840.178,247.6226,43,2014-09-05,2017-11-24,368.04,13.46,4,2,3,423,9,Potential Loyalists
PS-18760,Pamela Stobb,Consumer,107,6,2181.479,-134.441,75,2014-06-15,2017-09-14,363.58,-6.16,2,3,3,233,8,At Risk
PS-18970,Paul Stevenson,Home Office,69,8,1278.639,198.5099,52,2014-04-15,2017-10-22,159.83,15.53,3,4,2,342,9,Hibernating
PS-19045,Penelope Sewall,Home Office,236,7,6843.634,1742.7296999999999,47,2014-12-20,2017-05-08,977.66,25.46,1,4,5,145,10,At Risk
PT-19090,Pete Takahito,Consumer,71,4,160.572,-20.0508,19,2014-09-12,2017-10-20,40.14,-12.49,3,2,1,321,6,Need Attention
PV-18985,Paul Van Hugh,Home Office,89,5,2876.046,434.52840000000003,52,2014-07-12,2017-10-02,575.21,15.11,3,2,4,324,9,Hibernating
PW-19030,Pauline Webber,Corporate,46,10,3454.916,803.8169,48,2014-05-16,2017-11-14,345.49,23.27,4,5,4,454,13,Champions
PW-19240,Pierre Wener,Consumer,464,7,3922.4150000000004,1290.354,39,2014-11-18,2016-09-22,560.34,32.9,1,4,4,144,9,At Risk
QJ-19255,Quincy Jones,Corporate,25,9,6108.338,1203.6768,61,2014-03-17,2017-12-05,678.7,19.71,5,5,5,555,15,Champions
RA-19285,Ralph Arnett,Consumer,5,9,2617.906,546.0882,58,2014-12-13,2017-12-25,290.88,20.86,5,5,3,553,13,Loyal Customers
RA-19885,Ruben Ausman,Corporate,43,7,3832.314,1292.8656,53,2014-04-08,2017-11-17,547.47,33.74,4,4,4,444,12,Champions
RA-19915,Russell Applegate,Consumer,12,9,4793.543,304.8673,75,2014-06-30,2017-12-18,532.62,6.36,5,5,5,555,15,Champions
RA-19945,Ryan Akin,Consumer,61,5,1686.9225,-445.695,27,2014-08-29,2017-10-30,337.38,-26.42,3,2,2,322,7,Need Attention
RB-19330,Randy Bradley,Consumer,68,2,1008.1959999999999,-164.40619999999998,16,2014-11-17,2017-10-23,504.1,-16.31,3,1,2,312,6,Need Attention
RB-19360,Raymond Buch,Consumer,96,6,15117.339,6976.0959,71,2016-04-01,2017-09-25,2519.56,46.15,3,3,5,335,11,Loyal Customers
RB-19435,Richard Bierner,Consumer,19,8,2663.0860000000002,477.23990000000003,66,2014-03-11,2017-12-11,332.89,17.92,5,4,3,543,12,Loyal Customers
RB-19465,Rick Bensley,Home Office,9,12,4715.466,640.5466,85,2014-03-14,2017-12-21,392.96,13.58,5,5,5,555,15,Champions
RB-19570,Rob Beeghly,Consumer,25,5,528.546,76.8879,35,2016-04-28,2017-12-05,105.71,14.55,5,2,1,521,8,Need Attention
RB-19645,Robert Barroso,Corporate,648,5,221.084,72.679,29,2014-08-23,2016-03-22,44.22,32.87,1,2,1,121,4,Lost Customers
RB-19705,Roger Barcio,Home Office,54,4,2067.45,243.07549999999998,22,2015-08-22,2017-11-06,516.86,11.76,3,2,3,323,8,Hibernating
RB-19795,Ross Baird,Home Office,32,8,5633.316000000001,-461.73319999999995,92,2014-06-03,2017-11-28,704.16,-8.2,4,4,5,445,13,Champions
RC-19825,Roy Collins,Consumer,369,6,966.409,63.991400000000006,29,2014-12-05,2016-12-26,161.07,6.62,1,3,2,132,6,Hibernating
RC-19960,Ryan Crowe,Consumer,110,6,885.752,10.563300000000002,44,2014-08-25,2017-09-11,147.63,1.19,2,3,1,231,6,Hibernating
RD-19480,Rick Duston,Consumer,72,8,4272.93,480.594,60,2014-06-08,2017-10-19,534.12,11.25,3,4,4,344,11,Loyal Customers
RD-19585,Rob Dowd,Consumer,180,10,2912.8940000000002,734.5158,73,2014-04-02,2017-07-03,291.29,25.22,2,5,4,254,11,At Risk
RD-19660,Robert Dilbeck,Home Office,114,5,2786.632,835.772,23,2015-04-12,2017-09-07,557.33,29.99,2,2,4,224,8,About to Sleep
RD-19720,Roger Demir,Consumer,21,10,1419.737,207.3304,78,2014-07-20,2017-12-09,141.97,14.6,5,5,2,552,12,Hibernating
RD-19810,Ross DeVincentis,Home Office,14,8,1137.616,318.4625,63,2014-10-27,2017-12-16,142.2,27.99,5,4,2,542,11,Hibernating
RD-19900,Ruben Dartt,Consumer,114,9,3133.924,455.5292,85,2014-04-05,2017-09-07,348.21,14.54,2,5,4,254,11,At Risk
RD-19930,Russell D'Ascenzo,Consumer,42,4,970.9420000000001,35.05740000000001,33,2014-10-03,2017-11-18,242.74,3.61,4,2,2,422,8,Potential Loyalists
RE-19405,Ricardo Emerson,Consumer,1097,1,48.36,6.045,5,2014-12-29,2014-12-29,48.36,12.5,1,1,1,111,3,Lost Customers
RE-19450,Richard Eichhorn,Consumer,302,5,876.696,209.2294,47,2014-06-03,2017-03-03,175.34,23.87,1,2,1,121,4,Lost Customers
RF-19345,Randy Ferguson,Corporate,390,8,3309.15,633.7072000000001,67,2014-05-20,2016-12-05,413.64,19.15,1,4,4,144,9,At Risk
RF-19735,Roland Fjeld,Consumer,89,7,2341.2960000000003,711.6168,53,2014-08-06,2017-10-02,334.47,30.39,3,4,3,343,10,Loyal Customers
RF-19840,Roy Französisch,Consumer,6,8,945.222,280.0261,45,2014-11-12,2017-12-24,118.15,29.63,5,4,1,541,10,Hibernating
RH-19495,Rick Hansen,Consumer,32,5,3621.3759999999997,563.7877,38,2014-08-23,2017-11-28,724.28,15.57,4,2,4,424,10,Potential Loyalists
RH-19510,Rick Huthwaite,Home Office,467,6,6979.18,1289.4535,43,2014-11-16,2016-09-19,1163.2,18.48,1,3,5,135,9,At Risk
RH-19555,Ritsa Hightower,Consumer,519,2,740.382,0.30570000000000164,11,2015-12-04,2016-07-29,370.19,0.04,1,1,1,111,3,Lost Customers
RH-19600,Rob Haberlin,Consumer,534,3,2085.7400000000002,172.6261,43,2015-07-02,2016-07-14,695.25,8.28,1,1,3,113,5,About to Sleep
RK-19300,Ralph Kennedy,Consumer,119,3,1460.192,269.688,29,2015-07-20,2017-09-02,486.73,18.47,2,1,2,212,5,Lost Customers
RL-19615,Rob Lucas,Consumer,121,8,6234.91,488.14840000000004,101,2014-12-05,2017-08-31,779.36,7.83,2,4,5,245,11,At Risk
RM-19375,Raymond Messe,Consumer,345,6,1453.474,392.1499,29,2014-05-11,2017-01-19,242.25,26.98,1,3,2,132,6,Hibernating
RM-19675,Robert Marley,Home Office,6,5,5979.0960000000005,1902.5438000000001,39,2014-11-14,2017-12-24,1195.82,31.82,5,2,5,525,12,Potential Loyalists
RM-19750,Roland Murray,Consumer,299,1,98.35,28.6879,4,2017-03-06,2017-03-06,98.35,29.17,1,1,1,111,3,Lost Customers
RO-19780,Rose O'Brian,Consumer,35,7,3815.478,-1262.5716000000002,48,2015-05-12,2017-11-25,545.07,-33.09,4,4,4,444,12,Champions
RP-19270,Rachel Payne,Corporate,496,4,954.6452,59.538399999999996,47,2014-10-19,2016-08-21,238.66,6.24,1,2,1,121,4,Lost Customers
RP-19390,Resi Pölking,Consumer,33,12,5153.084,465.25030000000015,88,2014-05-24,2017-11-27,429.42,9.03,4,5,5,455,14,Champions
RP-19855,Roy Phan,Corporate,28,8,2170.716,594.5868,61,2014-04-05,2017-12-02,271.34,27.39,4,4,3,443,11,Loyal Customers
RR-19315,Ralph Ritter,Consumer,19,2,615.932,-73.835,7,2016-11-14,2017-12-11,307.97,-11.99,5,1,1,511,7,New Customers
RR-19525,Rick Reed,Corporate,170,6,3302.2619999999997,721.6826,36,2014-09-09,2017-07-13,550.38,21.85,2,3,4,234,9,At Risk
RS-19420,Ricardo Sperren,Corporate,76,5,3221.29,633.4513999999999,29,2014-08-05,2017-10-15,644.26,19.66,3,2,4,324,9,Hibernating
RS-19765,Roland Schwarz,Corporate,36,8,4159.7699999999995,1206.3851,54,2014-04-07,2017-11-24,519.97,29.0,4,4,4,444,12,Champions
RS-19870,Roy Skaria,Home Office,19,2,22.328,9.5838,10,2016-06-07,2017-12-11,11.16,42.92,5,1,1,511,7,New Customers
RW-19540,Rick Wilson,Corporate,120,7,7397.401,1586.6273,89,2015-02-03,2017-09-01,1056.77,21.45,2,4,5,245,11,At Risk
RW-19630,Rob Williams,Corporate,89,9,3279.746,698.8325,53,2014-06-28,2017-10-02,364.42,21.31,3,5,4,354,12,Loyal Customers
RW-19690,Robert Waldorf,Consumer,79,5,3495.646,707.5503,61,2016-05-30,2017-10-12,699.13,20.24,3,2,4,324,9,Hibernating
SA-20830,Sue Ann Reed,Consumer,63,10,4767.3415,610.1496000000001,75,2014-02-22,2017-10-28,476.73,12.8,3,5,5,355,13,Loyal Customers
SB-20170,Sarah Bern,Consumer,201,3,1348.02,157.6658,24,2014-06-06,2017-06-12,449.34,11.7,2,1,2,212,5,Lost Customers
SB-20185,Sarah Brown,Consumer,188,6,6410.996,885.4623999999999,45,2014-09-20,2017-06-25,1068.5,13.81,2,3,5,235,10,At Risk
SB-20290,Sean Braxton,Corporate,47,7,8057.891,-2082.7451,84,2014-05-09,2017-11-13,1151.13,-25.85,4,4,5,445,13,Champions
SC-20020,Sam Craven,Consumer,781,5,3362.9636,-317.0508,62,2014-03-03,2015-11-10,672.59,-9.43,1,2,4,124,7,About to Sleep
SC-20050,Sample Company A,Home Office,40,9,4624.572,1011.7443,61,2014-03-18,2017-11-20,513.84,21.88,4,5,5,455,14,Champions
SC-20095,Sanjit Chand,Consumer,349,9,14142.333999999999,5757.411899999999,87,2014-02-12,2017-01-15,1571.37,40.71,1,5,5,155,11,At Risk
SC-20230,Scot Coram,Corporate,149,4,4371.9580000000005,440.14099999999996,49,2016-06-06,2017-08-03,1092.99,10.07,2,2,5,225,9,About to Sleep
SC-20260,Scott Cohen,Corporate,187,8,3729.7929999999997,671.0033999999999,63,2014-04-06,2017-06-26,466.22,17.99,2,4,4,244,10,At Risk
SC-20305,Sean Christensen,Consumer,29,7,3979.065,229.1617,64,2014-12-16,2017-12-01,568.44,5.76,4,4,4,444,12,Champions
SC-20380,Shahid Collister,Consumer,30,9,5992.536,236.66149999999996,80,2014-03-01,2017-11-30,665.84,3.95,4,5,5,455,14,Champions
SC-20440,Shaun Chance,Corporate,36,7,1874.998,379.5611,44,2015-08-17,2017-11-24,267.86,20.24,4,4,3,443,11,Loyal Customers
SC-20575,Sonia Cooley,Consumer,92,5,902.7280000000001,100.2253,30,2014-06-16,2017-09-29,180.55,11.1,3,2,1,321,6,Need Attention
SC-20680,Steve Carroll,Home Office,126,6,1254.64,370.1578,26,2014-11-21,2017-08-26,209.11,29.5,2,3,2,232,7,Hibernating
SC-20695,Steve Chapman,Corporate,89,10,2576.408,611.8291,66,2014-12-16,2017-10-02,257.64,23.75,3,5,3,353,11,Loyal Customers
SC-20725,Steven Cartwright,Consumer,187,11,5226.21,1276.6513,133,2014-06-03,2017-06-26,475.11,24.43,2,5,5,255,12,At Risk
SC-20770,Stewart Carmichael,Corporate,41,7,4492.657,-671.1874,75,2015-06-20,2017-11-19,641.81,-14.94,4,4,5,445,13,Champions
SC-20800,Stuart Calhoun,Consumer,30,4,279.25600000000003,51.8252,11,2015-12-11,2017-11-30,69.81,18.56,4,2,1,421,7,Need Attention
SC-20845,Sung Chung,Consumer,131,2,280.632,31.1757,13,2016-11-11,2017-08-21,140.32,11.11,2,1,1,211,4,Lost Customers
SD-20485,Shirley Daniels,Home Office,200,9,6121.114,1985.1671999999999,82,2014-01-26,2017-06-13,680.12,32.43,2,5,5,255,12,At Risk
SE-20110,Sanjit Engle,Consumer,9,11,12209.438000000002,2650.6769,78,2014-04-11,2017-12-21,1109.95,21.71,5,5,5,555,15,Champions
SF-20065,Sandra Flanagan,Consumer,59,7,763.5459999999999,228.1623,35,2014-09-10,2017-11-01,109.08,29.88,3,4,1,341,8,Hibernating
SF-20200,Sarah Foster,Consumer,59,9,3422.7859999999996,286.9046,74,2014-12-23,2017-11-01,380.31,8.38,3,5,4,354,12,Loyal Customers
SF-20965,Sylvia Foulston,Corporate,48,9,3336.535,539.9352,66,2014-10-21,2017-11-12,370.73,16.18,4,5,4,454,13,Champions
SG-20080,Sandra Glassco,Consumer,8,3,3406.5809999999997,570.438,30,2015-10-31,2017-12-22,1135.53,16.75,5,1,4,514,10,Potential Loyalists
SG-20470,Sheri Gordon,Consumer,183,8,1884.798,-119.0105,62,2014-07-26,2017-06-30,235.6,-6.31,2,4,3,243,9,At Risk
SG-20605,Speros Goranitis,Consumer,108,6,3124.832,463.269,49,2014-01-23,2017-09-13,520.81,14.83,2,3,4,234,9,At Risk
SG-20890,Susan Gilcrest,Corporate,226,3,47.946,-3.7073,17,2014-03-30,2017-05-18,15.98,-7.73,1,1,1,111,3,Lost Customers
SH-19975,Sally Hughsby,Corporate,29,13,3406.8395,558.4739999999999,113,2014-12-10,2017-12-01,262.06,16.39,4,5,4,454,13,Champions
SH-20395,Shahid Hopkins,Consumer,23,10,2180.718,-144.5229,45,2014-11-02,2017-12-07,218.07,-6.63,5,5,3,553,13,Loyal Customers
SH-20635,Stefanie Holloman,Corporate,765,2,2096.392,260.6258,16,2014-12-16,2015-11-26,1048.2,12.43,1,1,3,113,5,About to Sleep
SJ-20125,Sanjit Jacobs,Home Office,95,12,3949.656,144.1189,104,2015-09-22,2017-09-26,329.14,3.65,3,5,4,354,12,Loyal Customers
SJ-20215,Sarah Jordon,Consumer,29,6,1341.036,-23.5137,35,2015-02-09,2017-12-01,223.51,-1.75,4,3,2,432,9,Hibernating
SJ-20500,Shirley Jackson,Consumer,253,5,1318.776,68.09629999999999,30,2014-08-31,2017-04-21,263.76,5.16,1,2,2,122,5,Lost Customers
SK-19990,Sally Knutson,Consumer,8,3,883.409,168.7933,19,2016-11-28,2017-12-22,294.47,19.11,5,1,1,511,7,New Customers
SL-20155,Sara Luxemburg,Home Office,70,7,3053.012,527.9715,30,2014-09-21,2017-10-21,436.14,17.29,3,4,4,344,11,Loyal Customers
SM-20005,Sally Matthias,Consumer,421,4,244.49399999999997,-26.5927,26,2014-11-23,2016-11-04,61.12,-10.88,1,2,1,121,4,Lost Customers
SM-20320,Sean Miller,Home Office,79,5,25043.05,-1980.7393,50,2014-03-18,2017-10-12,5008.61,-7.91,3,2,5,325,10,Hibernating
SM-20905,Susan MacKendrick,Consumer,606,1,1043.041,-237.2885,20,2016-05-03,2016-05-03,1043.04,-22.75,1,1,2,112,4,Lost Customers
SM-20950,Suzanne McNair,Corporate,25,12,5563.392,581.5741999999999,94,2014-09-29,2017-12-05,463.62,10.45,5,5,5,555,15,Champions
SN-20560,Skye Norling,Home Office,111,6,1860.418,-716.8565000000001,67,2015-06-18,2017-09-10,310.07,-38.53,2,3,3,233,8,At Risk
SN-20710,Steve Nguyen,Home Office,79,7,3127.9592,481.74989999999997,89,2014-05-06,2017-10-12,446.85,15.4,3,4,4,344,11,Loyal Customers
SO-20335,Sean O'Donnell,Consumer,29,6,2602.5755,-81.0858,52,2015-10-11,2017-12-01,433.76,-3.12,4,3,3,433,10,Loyal Customers
SP-20545,Sibella Parks,Corporate,327,6,1306.086,-118.77570000000001,43,2014-10-13,2017-02-06,217.68,-9.09,1,3,2,132,6,Hibernating
SP-20620,Stefania Perrino,Corporate,47,9,5440.319,-270.42819999999995,77,2014-09-08,2017-11-13,604.48,-4.97,4,5,5,455,14,Champions
SP-20650,Stephanie Phelps,Corporate,386,9,1872.4360000000001,268.4782,71,2014-04-16,2016-12-09,208.05,14.34,1,5,3,153,9,At Risk
SP-20860,Sung Pak,Corporate,79,10,4282.94,566.7226,80,2014-12-15,2017-10-12,428.29,13.23,3,5,5,355,13,Loyal Customers
SP-20920,Susan Pistek,Consumer,70,6,3990.689,14.692400000000003,57,2014-11-22,2017-10-21,665.11,0.37,3,3,4,334,10,Loyal Customers
SR-20425,Sharelle Roach,Home Office,8,5,3233.481,-3333.9144,34,2014-06-14,2017-12-22,646.7,-103.11,5,2,4,524,11,Potential Loyalists
SR-20740,Steven Roelle,Home Office,196,8,4345.8859999999995,1990.4243999999999,50,2014-02-20,2017-06-17,543.24,45.8,2,4,5,245,11,At Risk
SS-20140,Saphhira Shifley,Corporate,15,8,1324.028,332.3487,86,2014-11-23,2017-12-15,165.5,25.1,5,4,2,542,11,Hibernating
SS-20410,Shahid Shariari,Consumer,110,6,3056.8070000000002,-1010.9738,46,2014-05-30,2017-09-11,509.47,-33.07,2,3,4,234,9,At Risk
SS-20515,Shirley Schmidt,Home Office,491,3,613.4,199.93449999999999,36,2014-07-14,2016-08-26,204.47,32.59,1,1,1,111,3,Lost Customers
SS-20590,Sonia Sunley,Consumer,432,6,418.49,135.5401,17,2014-08-05,2016-10-24,69.75,32.39,1,3,1,131,5,Hibernating
SS-20875,Sung Shariari,Consumer,120,5,964.636,-75.586,39,2014-12-14,2017-09-01,192.93,-7.84,2,2,2,222,6,Lost Customers
ST-20530,Shui Tom,Consumer,125,7,433.34000000000003,84.4419,33,2014-02-14,2017-08-27,61.91,19.49,2,4,1,241,7,Hibernating
SU-20665,Stephanie Ulpright,Home Office,20,7,2595.364,763.4719,61,2015-12-05,2017-12-10,370.77,29.42,5,4,3,543,12,Loyal Customers
SV-20365,Seth Vernon,Consumer,101,10,11470.949999999999,1199.4242,109,2014-01-11,2017-09-20,1147.09,10.46,3,5,5,355,13,Loyal Customers
SV-20785,Stewart Visinsky,Consumer,320,9,4105.305,485.0272,91,2014-04-12,2017-02-13,456.15,11.81,1,5,4,154,10,At Risk
SV-20815,Stuart Van,Corporate,76,4,1271.0900000000001,199.6502,24,2015-05-04,2017-10-15,317.77,15.71,3,2,2,322,7,Need Attention
SV-20935,Susan Vittorini,Consumer,2,8,1903.491,106.8912,66,2016-03-19,2017-12-28,237.94,5.62,5,4,3,543,12,Loyal Customers
SW-20245,Scot Wooten,Consumer,81,7,1085.078,-19.60620000000001,33,2014-07-20,2017-10-10,155.01,-1.81,3,4,2,342,9,Hibernating
SW-20275,Scott Williamson,Consumer,30,6,1966.65,332.8725,28,2014-03-10,2017-11-30,327.78,16.93,4,3,3,433,10,Loyal Customers
SW-20350,Sean Wendt,Home Office,162,3,1019.044,95.8383,25,2016-04-09,2017-07-21,339.68,9.4,2,1,2,212,5,Lost Customers
SW-20455,Shaun Weien,Consumer,162,7,2921.544,793.6548,18,2015-06-22,2017-07-21,417.36,27.17,2,4,4,244,10,At Risk
